id,direction,time,data
14180,Rx,2025-10-30 15:28:39.630,02 04 03 01 FE 00 1E A5 9B
14181,Tx,2025-10-30 15:28:40.120,02 04 03 3C 16 08 0A 79 0B 8F 04 2A 11 DE 01 AE 01 9E 00 72 01 FD 08 F4 00 03 17 65 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C6 41
14182,Rx,2025-10-30 15:28:42.592,01 03 03 00 02 00 01 24 28
14183,Tx,2025-10-30 15:28:42.871,01 03 03 02 00 04 C0 47
14184,Rx,2025-10-30 15:28:45.198,02 04 03 00 D0 00 01 85 A6
14185,Tx,2025-10-30 15:28:45.462,02 04 03 02 00 00 74 44
14186,Rx,2025-10-30 15:28:48.477,01 03 03 01 97 00 0A 74 3F
14187,Tx,2025-10-30 15:28:48.923,01 03 03 14 10 91 00 47 10 B3 00 42 0E 27 00 17 01 FA 08 FB 00 01 17 65 FE 65
14188,Rx,2025-10-30 15:28:51.265,02 04 03 01 FE 00 1E A5 9B
14189,Tx,2025-10-30 15:28:51.526,02 04 03 3C 17 1F 0B 2B 0B F5 03 0F 14 10 01 AC 01 A4 00 76 01 FE 08 F5 00 03 17 68 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C0 FD
14190,Rx,2025-10-30 15:28:54.849,01 03 03 00 02 00 01 24 28
14191,Tx,2025-10-30 15:28:55.251,01 03 03 02 00 04 C0 47
14192,Rx,2025-10-30 15:28:57.557,02 04 03 00 D0 00 01 85 A6
14193,Tx,2025-10-30 15:28:57.971,02 04 03 02 00 00 74 44
14194,Rx,2025-10-30 15:29:00.219,01 03 03 01 97 00 0A 74 3F
14195,Tx,2025-10-30 15:29:00.662,01 03 03 14 10 86 00 43 10 B4 00 42 0E 0C 00 19 01 FD 08 F9 00 03 17 68 27 90
14196,Rx,2025-10-30 15:29:03.601,02 04 03 01 FE 00 1E A5 9B
14197,Tx,2025-10-30 15:29:03.803,02 04 03 3C 17 80 0B 62 0C 1E 05 E5 11 9B 01 A8 01 B2 00 7B 01 FE 08 F5 00 03 17 67 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AA 68
14198,Rx,2025-10-30 15:29:06.779,01 03 03 00 02 00 01 24 28
14199,Tx,2025-10-30 15:29:07.153,01 03 03 02 00 04 C0 47
14200,Rx,2025-10-30 15:29:09.290,02 04 03 00 D0 00 01 85 A6
14201,Tx,2025-10-30 15:29:09.711,02 04 03 02 00 00 74 44
14202,Rx,2025-10-30 15:29:12.603,01 03 03 01 97 00 0A 74 3F
14203,Tx,2025-10-30 15:29:12.943,01 03 03 14 10 B3 00 49 10 E1 00 4A 0E 2F 00 27 01 FF 09 01 00 00 17 69 06 6D
14204,Rx,2025-10-30 15:29:15.731,02 04 03 01 FE 00 1E A5 9B
14205,Tx,2025-10-30 15:29:16.018,02 04 03 3C 18 1B 0C 5D 0B BE 05 61 12 BA 01 AB 01 B1 00 80 01 F8 09 01 00 03 17 67 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4D 64
14206,Rx,2025-10-30 15:29:18.366,01 03 03 00 02 00 01 24 28
14207,Tx,2025-10-30 15:29:18.816,01 03 03 02 00 04 C0 47
14208,Rx,2025-10-30 15:29:21.889,02 04 03 00 D0 00 01 85 A6
14209,Tx,2025-10-30 15:29:22.179,02 04 03 02 00 00 74 44
14210,Rx,2025-10-30 15:29:24.524,01 03 03 01 97 00 0A 74 3F
14211,Tx,2025-10-30 15:29:24.777,01 03 03 14 10 A0 00 44 10 CA 00 44 0E 25 00 2F 02 07 09 02 00 00 17 67 D5 EE
14212,Rx,2025-10-30 15:29:27.512,02 04 03 01 FE 00 1E A5 9B
14213,Tx,2025-10-30 15:29:27.867,02 04 03 3C 17 41 0B D4 0B 6E 05 9D 11 A4 01 A8 01 B6 00 86 02 09 08 F7 00 00 17 66 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 42 8B
14214,Rx,2025-10-30 15:29:30.066,01 03 03 00 02 00 01 24 28
14215,Tx,2025-10-30 15:29:30.416,01 03 03 02 00 04 C0 47
14216,Rx,2025-10-30 15:29:33.151,02 04 03 00 D0 00 01 85 A6
14217,Tx,2025-10-30 15:29:33.509,02 04 03 02 00 00 74 44
14218,Rx,2025-10-30 15:29:36.811,01 03 03 01 97 00 0A 74 3F
14219,Tx,2025-10-30 15:29:37.091,01 03 03 14 10 B2 00 47 10 E8 00 4C 0E 25 00 2D 02 09 09 00 00 01 17 66 3A 54
14220,Rx,2025-10-30 15:29:39.114,02 04 03 01 FE 00 1E A5 9B
14221,Tx,2025-10-30 15:29:39.481,02 04 03 3C 18 A1 0B CD 0C D4 07 BD 10 E4 01 AD 01 A8 00 8B 01 FF 08 F9 00 03 17 68 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 52 55
14222,Rx,2025-10-30 15:29:41.981,01 03 03 00 02 00 01 24 28
14223,Tx,2025-10-30 15:29:42.389,01 03 03 02 00 04 C0 47
14224,Rx,2025-10-30 15:29:45.392,02 04 03 00 D0 00 01 85 A6
14225,Tx,2025-10-30 15:29:45.655,02 04 03 02 00 00 74 44
14226,Rx,2025-10-30 15:29:48.314,01 03 03 01 97 00 0A 74 3F
14227,Tx,2025-10-30 15:29:48.731,01 03 03 14 10 A6 00 4E 10 E6 00 49 0E 1B 00 29 02 04 09 03 00 02 17 69 8A 18
14228,Rx,2025-10-30 15:29:51.005,02 04 03 01 FE 00 1E A5 9B
14229,Tx,2025-10-30 15:29:51.229,02 04 03 3C 18 30 0C 08 0C 28 06 DE 11 53 01 AB 01 A3 00 90 02 01 09 02 00 00 17 66 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2A 67
14230,Rx,2025-10-30 15:29:54.553,01 03 03 00 02 00 01 24 28
14231,Tx,2025-10-30 15:29:54.992,01 03 03 02 00 04 C0 47
14232,Rx,2025-10-30 15:29:57.842,02 04 03 00 D0 00 01 85 A6
14233,Tx,2025-10-30 15:29:58.061,02 04 03 02 00 00 74 44
14234,Rx,2025-10-30 15:29:59.972,01 03 03 01 97 00 0A 74 3F
14235,Tx,2025-10-30 15:30:00.393,01 03 03 14 10 A3 00 4F 10 F3 00 47 0E 20 00 39 02 0A 08 FF 00 03 17 69 2C E4
14236,Rx,2025-10-30 15:30:03.178,02 04 03 01 FE 00 1E A5 9B
14237,Tx,2025-10-30 15:30:03.540,02 04 03 3C 18 8A 0C 7A 0C 10 07 53 11 37 01 B1 01 A1 00 96 02 08 09 02 00 02 17 68 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FE 58
14238,Rx,2025-10-30 15:30:06.150,01 03 03 00 02 00 01 24 28
14239,Tx,2025-10-30 15:30:06.606,01 03 03 02 00 04 C0 47
14240,Rx,2025-10-30 15:30:09.723,02 04 03 00 D0 00 01 85 A6
14241,Tx,2025-10-30 15:30:09.954,02 04 03 02 00 00 74 44
14242,Rx,2025-10-30 15:30:12.244,01 03 03 01 97 00 0A 74 3F
14243,Tx,2025-10-30 15:30:12.626,01 03 03 14 10 B7 00 4B 10 DB 00 4B 0E 33 00 31 02 18 08 FB 00 01 17 68 FD 81
14244,Rx,2025-10-30 15:30:15.456,02 04 03 01 FE 00 1E A5 9B
14245,Tx,2025-10-30 15:30:15.853,02 04 03 3C 19 49 0C BD 0C 8C 09 6A 0F DF 01 AF 01 9F 00 9B 02 18 09 00 00 04 17 68 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B0 96
14246,Rx,2025-10-30 15:30:18.655,01 03 03 00 02 00 01 24 28
14247,Tx,2025-10-30 15:30:19.049,01 03 03 02 00 04 C0 47
14248,Rx,2025-10-30 15:30:21.871,02 04 03 00 D0 00 01 85 A6
14249,Tx,2025-10-30 15:30:22.076,02 04 03 02 00 00 74 44
14250,Rx,2025-10-30 15:30:24.095,01 03 03 01 97 00 0A 74 3F
14251,Tx,2025-10-30 15:30:24.443,01 03 03 14 10 DB 00 4D 10 FA 00 4D 0E 39 00 37 02 0A 09 06 00 03 17 6A 0F DA
14252,Rx,2025-10-30 15:30:27.088,02 04 03 01 FE 00 1E A5 9B
14253,Tx,2025-10-30 15:30:27.294,02 04 03 3C 1A 37 0D ED 0C 49 08 5C 11 DB 01 AE 01 A2 00 A1 02 1C 09 04 00 04 17 68 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 CF CC
14254,Rx,2025-10-30 15:30:30.797,01 03 03 00 02 00 01 24 28
14255,Tx,2025-10-30 15:30:31.000,01 03 03 02 00 04 C0 47
14256,Rx,2025-10-30 15:30:33.341,02 04 03 00 D0 00 01 85 A6
14257,Tx,2025-10-30 15:30:33.561,02 04 03 02 00 00 74 44
14258,Rx,2025-10-30 15:30:36.645,01 03 03 01 97 00 0A 74 3F
14259,Tx,2025-10-30 15:30:36.987,01 03 03 14 10 D4 00 4D 10 CD 00 4D 0E 2B 00 44 02 1B 09 05 00 02 17 67 D4 97
14260,Rx,2025-10-30 15:30:39.228,02 04 03 01 FE 00 1E A5 9B
14261,Tx,2025-10-30 15:30:39.724,02 04 03 3C 19 22 0C D5 0C 4D 0A 9B 0E 86 01 AD 01 AA 00 A7 02 0F 09 06 00 04 17 6A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 73 F8
14262,Rx,2025-10-30 15:30:42.043,01 03 03 00 02 00 01 24 28
14263,Tx,2025-10-30 15:30:42.527,01 03 03 02 00 04 C0 47
14264,Rx,2025-10-30 15:30:45.165,02 04 03 00 D0 00 01 85 A6
14265,Tx,2025-10-30 15:30:45.618,02 04 03 02 00 00 74 44
14266,Rx,2025-10-30 15:30:48.445,01 03 03 01 97 00 0A 74 3F
14267,Tx,2025-10-30 15:30:48.700,01 03 03 14 10 EB 00 50 10 F0 00 4A 0E 28 00 46 02 13 09 06 00 03 17 6A E8 67
14268,Rx,2025-10-30 15:30:51.294,02 04 03 01 FE 00 1E A5 9B
14269,Tx,2025-10-30 15:30:51.580,02 04 03 3C 1A B7 0D A4 0D 13 09 92 11 25 01 AF 01 BD 00 AD 02 19 09 00 00 00 17 68 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E7 B1
14270,Rx,2025-10-30 15:30:54.124,01 03 03 00 02 00 01 24 28
14271,Tx,2025-10-30 15:30:54.622,01 03 03 02 00 04 C0 47
14272,Rx,2025-10-30 15:30:57.614,02 04 03 00 D0 00 01 85 A6
14273,Tx,2025-10-30 15:30:57.917,02 04 03 02 00 00 74 44
14274,Rx,2025-10-30 15:30:59.914,01 03 03 01 97 00 0A 74 3F
14275,Tx,2025-10-30 15:31:00.160,01 03 03 14 10 ED 00 52 10 D6 00 4E 0E 26 00 43 02 21 09 03 00 03 17 68 3C AB
14276,Rx,2025-10-30 15:31:02.896,02 04 03 01 FE 00 1E A5 9B
14277,Tx,2025-10-30 15:31:03.189,02 04 03 3C 1A 4D 0D 8B 0C C1 0B 69 0E E4 01 B0 01 AC 00 B3 02 1B 09 07 00 03 17 67 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F9 13
14278,Rx,2025-10-30 15:31:06.299,01 03 03 00 02 00 01 24 28
14279,Tx,2025-10-30 15:31:06.794,01 03 03 02 00 04 C0 47
14280,Rx,2025-10-30 15:31:09.484,02 04 03 00 D0 00 01 85 A6
14281,Tx,2025-10-30 15:31:09.952,02 04 03 02 00 00 74 44
14282,Rx,2025-10-30 15:31:12.349,01 03 03 01 97 00 0A 74 3F
14283,Tx,2025-10-30 15:31:12.679,01 03 03 14 10 DB 00 50 11 0B 00 52 0E 41 00 4B 02 2A 09 07 00 04 17 68 D0 A6
14284,Rx,2025-10-30 15:31:15.400,02 04 03 01 FE 00 1E A5 9B
14285,Tx,2025-10-30 15:31:15.717,02 04 03 3C 1B 2D 0D CB 0D 62 09 E7 11 46 01 B1 01 B6 00 B9 02 23 09 07 00 00 17 6A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FE 88
14286,Rx,2025-10-30 15:31:18.837,01 03 03 00 02 00 01 24 28
14287,Tx,2025-10-30 15:31:19.190,01 03 03 02 00 04 C0 47
14288,Rx,2025-10-30 15:31:21.016,02 04 03 00 D0 00 01 85 A6
14289,Tx,2025-10-30 15:31:21.339,02 04 03 02 00 00 74 44
14290,Rx,2025-10-30 15:31:24.474,01 03 03 01 97 00 0A 74 3F
14291,Tx,2025-10-30 15:31:24.746,01 03 03 14 10 E7 00 57 10 DE 00 4C 0E 3D 00 53 02 20 09 05 00 00 17 68 6F 83
14292,Rx,2025-10-30 15:31:26.925,02 04 03 01 FE 00 1E A5 9B
14293,Tx,2025-10-30 15:31:27.141,02 04 03 3C 1B 96 0E 86 0D 10 0B 0A 10 8B 01 AB 01 A0 00 BF 02 2A 09 03 00 00 17 6A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 0E FC
14294,Rx,2025-10-30 15:31:30.726,01 03 03 00 02 00 01 24 28
14295,Tx,2025-10-30 15:31:31.210,01 03 03 02 00 04 C0 47
14296,Rx,2025-10-30 15:31:33.496,02 04 03 00 D0 00 01 85 A6
14297,Tx,2025-10-30 15:31:33.736,02 04 03 02 00 00 74 44
14298,Rx,2025-10-30 15:31:36.309,01 03 03 01 97 00 0A 74 3F
14299,Tx,2025-10-30 15:31:36.545,01 03 03 14 11 0A 00 57 10 E4 00 52 0E 2C 00 58 02 2F 09 07 00 00 17 68 FC E8
14300,Rx,2025-10-30 15:31:39.079,02 04 03 01 FE 00 1E A5 9B
14301,Tx,2025-10-30 15:31:39.385,02 04 03 3C 1B 40 0E 43 0C FE 0D 9F 0D A2 01 B2 01 B7 00 C6 02 2F 09 06 00 01 17 67 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 64 5B
14302,Rx,2025-10-30 15:31:42.532,01 03 03 00 02 00 01 24 28
14303,Tx,2025-10-30 15:31:43.024,01 03 03 02 00 04 C0 47
14304,Rx,2025-10-30 15:31:45.696,02 04 03 00 D0 00 01 85 A6
14305,Tx,2025-10-30 15:31:46.127,02 04 03 02 00 00 74 44
14306,Rx,2025-10-30 15:31:47.897,01 03 03 01 97 00 0A 74 3F
14307,Tx,2025-10-30 15:31:48.206,01 03 03 14 11 05 00 52 11 0B 00 4C 0E 3C 00 58 02 33 09 0E 00 01 17 67 BA AA
14308,Rx,2025-10-30 15:31:51.366,02 04 03 01 FE 00 1E A5 9B
14309,Tx,2025-10-30 15:31:51.671,02 04 03 3C 1B DB 0E A5 0D 35 0C E3 0E F8 01 AB 01 B6 00 CC 02 37 09 08 00 02 17 69 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 92 15
14310,Rx,2025-10-30 15:31:54.550,01 03 03 00 02 00 01 24 28
14311,Tx,2025-10-30 15:31:54.822,01 03 03 02 00 04 C0 47
14312,Rx,2025-10-30 15:31:56.916,02 04 03 00 D0 00 01 85 A6
14313,Tx,2025-10-30 15:31:57.277,02 04 03 02 00 00 74 44
14314,Rx,2025-10-30 15:32:00.344,01 03 03 01 97 00 0A 74 3F
14315,Tx,2025-10-30 15:32:00.715,01 03 03 14 11 1B 00 58 11 16 00 50 0E 2B 00 55 02 37 09 10 00 03 17 69 1B 95
14316,Rx,2025-10-30 15:32:03.861,02 04 03 01 FE 00 1E A5 9B
14317,Tx,2025-10-30 15:32:04.128,02 04 03 3C 1C 3D 0F 42 0C FC 0C D0 0F 6D 01 AF 01 A0 00 D2 02 38 09 0D 00 01 17 67 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 D9 8F
14318,Rx,2025-10-30 15:32:06.185,01 03 03 00 02 00 01 24 28
14319,Tx,2025-10-30 15:32:06.407,01 03 03 02 00 04 C0 47
14320,Rx,2025-10-30 15:32:09.711,02 04 03 00 D0 00 01 85 A6
14321,Tx,2025-10-30 15:32:10.028,02 04 03 02 00 00 74 44
14322,Rx,2025-10-30 15:32:12.488,01 03 03 01 97 00 0A 74 3F
14323,Tx,2025-10-30 15:32:12.888,01 03 03 14 11 22 00 57 11 02 00 53 0E 4D 00 5C 02 3E 09 11 00 04 17 6B B1 2A
14324,Rx,2025-10-30 15:32:15.765,02 04 03 01 FE 00 1E A5 9B
14325,Tx,2025-10-30 15:32:16.257,02 04 03 3C 1D 3B 0F 35 0E 06 0C FF 10 3C 01 AB 01 A9 00 D9 02 36 09 09 00 02 17 69 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6B 7F
14326,Rx,2025-10-30 15:32:18.420,01 03 03 00 02 00 01 24 28
14327,Tx,2025-10-30 15:32:18.887,01 03 03 02 00 04 C0 47
14328,Rx,2025-10-30 15:32:21.041,02 04 03 00 D0 00 01 85 A6
14329,Tx,2025-10-30 15:32:21.461,02 04 03 02 00 00 74 44
14330,Rx,2025-10-30 15:32:24.195,01 03 03 01 97 00 0A 74 3F
14331,Tx,2025-10-30 15:32:24.430,01 03 03 14 10 F5 00 56 11 0E 00 53 0E 32 00 6E 02 41 09 08 00 00 17 69 18 79
14332,Rx,2025-10-30 15:32:27.091,02 04 03 01 FE 00 1E A5 9B
14333,Tx,2025-10-30 15:32:27.573,02 04 03 3C 1B 9F 0E C1 0C DE 0F D4 0B CB 01 B1 01 A5 00 E0 02 3B 09 0E 00 01 17 68 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 81 C2
14334,Rx,2025-10-30 15:32:30.326,01 03 03 00 02 00 01 24 28
14335,Tx,2025-10-30 15:32:30.576,01 03 03 02 00 04 C0 47
14336,Rx,2025-10-30 15:32:33.037,02 04 03 00 D0 00 01 85 A6
14337,Tx,2025-10-30 15:32:33.512,02 04 03 02 00 00 74 44
14338,Rx,2025-10-30 15:32:36.023,01 03 03 01 97 00 0A 74 3F
14339,Tx,2025-10-30 15:32:36.478,01 03 03 14 10 FB 00 5A 11 17 00 4D 0E 39 00 66 02 41 09 0B 00 03 17 6A F0 62
14340,Rx,2025-10-30 15:32:39.866,02 04 03 01 FE 00 1E A5 9B
14341,Tx,2025-10-30 15:32:40.111,02 04 03 3C 1C CE 0E A5 0E 29 0F D7 0C F7 01 AF 01 B5 00 E6 02 3B 09 0B 00 03 17 6A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B4 63
