id,direction,time,data
87690,Tx,2025-10-30 15:33:39.791,02 55 00 00 00 00 00 00 00
87691,Rx,2025-10-30 15:33:42.505,01 0F 6F 01 27 03 07 01 62
87692,Tx,2025-10-30 15:33:42.747,01 55 00 00 00 00 00 00 00
87693,Rx,2025-10-30 15:33:45.225,02 0F 70 01 2F 03 08 01 62
87694,Tx,2025-10-30 15:33:45.699,02 55 00 00 00 00 00 00 00
87695,Rx,2025-10-30 15:33:48.448,01 0F 81 01 36 03 09 01 66
87696,Tx,2025-10-30 15:33:48.906,01 55 00 00 00 00 00 00 00
87697,Rx,2025-10-30 15:33:51.410,02 0F 80 01 39 03 0C 01 68
87698,Tx,2025-10-30 15:33:51.869,02 55 00 00 00 00 00 00 00
87699,Rx,2025-10-30 15:33:54.143,01 0F 7C 01 35 03 08 01 66
87700,Tx,2025-10-30 15:33:54.491,01 55 00 00 00 00 00 00 00
87701,Rx,2025-10-30 15:33:57.831,02 0F 7F 01 3F 03 09 01 66
87702,Tx,2025-10-30 15:33:58.184,02 55 00 00 00 00 00 00 00
87703,Rx,2025-10-30 15:34:00.009,01 0F 89 01 26 03 0C 01 66
87704,Tx,2025-10-30 15:34:00.453,01 55 00 00 00 00 00 00 00
87705,Rx,2025-10-30 15:34:03.012,02 0F 7B 01 2D 03 0E 01 67
87706,Tx,2025-10-30 15:34:03.505,02 55 00 00 00 00 00 00 00
87707,Rx,2025-10-30 15:34:06.689,01 0F 89 01 1C 03 0E 01 6E
87708,Tx,2025-10-30 15:34:07.053,01 55 00 00 00 00 00 00 00
87709,Rx,2025-10-30 15:34:09.527,02 0F 86 01 23 03 0C 01 69
87710,Tx,2025-10-30 15:34:09.843,02 55 00 00 00 00 00 00 00
87711,Rx,2025-10-30 15:34:12.784,01 0F 84 01 1F 03 0A 01 6C
87712,Tx,2025-10-30 15:34:13.232,01 55 00 00 00 00 00 00 00
87713,Rx,2025-10-30 15:34:15.438,02 0F 88 01 20 03 12 01 6A
87714,Tx,2025-10-30 15:34:15.804,02 55 00 00 00 00 00 00 00
87715,Rx,2025-10-30 15:34:18.050,01 0F 97 01 42 03 0B 01 6C
87716,Tx,2025-10-30 15:34:18.377,01 55 00 00 00 00 00 00 00
87717,Rx,2025-10-30 15:34:21.291,02 0F 87 01 2C 03 0B 01 72
87718,Tx,2025-10-30 15:34:21.667,02 55 00 00 00 00 00 00 00
87719,Rx,2025-10-30 15:34:24.876,01 0F 94 01 28 03 11 01 71
87720,Tx,2025-10-30 15:34:25.212,01 55 00 00 00 00 00 00 00
87721,Rx,2025-10-30 15:34:26.911,02 0F 93 01 3F 03 13 01 72
87722,Tx,2025-10-30 15:34:27.405,02 55 00 00 00 00 00 00 00
87723,Rx,2025-10-30 15:34:30.620,01 0F 93 01 2B 03 0B 01 73
87724,Tx,2025-10-30 15:34:31.046,01 55 00 00 00 00 00 00 00
87725,Rx,2025-10-30 15:34:33.828,02 0F 92 01 24 03 11 01 76
87726,Tx,2025-10-30 15:34:34.228,02 55 00 00 00 00 00 00 00
87727,Rx,2025-10-30 15:34:36.133,01 0F A1 01 23 03 0F 01 75
87728,Tx,2025-10-30 15:34:36.480,01 55 00 00 00 00 00 00 00
87729,Rx,2025-10-30 15:34:39.085,02 0F 94 01 34 03 0F 01 70
87730,Tx,2025-10-30 15:34:39.564,02 55 00 00 00 00 00 00 00
87731,Rx,2025-10-30 15:34:42.740,01 0F 9C 01 25 03 16 01 77
87732,Tx,2025-10-30 15:34:43.193,01 55 00 00 00 00 00 00 00
87733,Rx,2025-10-30 15:34:45.146,02 0F A8 01 28 03 14 01 74
87734,Tx,2025-10-30 15:34:45.464,02 55 00 00 00 00 00 00 00
87735,Rx,2025-10-30 15:34:48.622,01 0F A9 01 20 03 15 01 74
87736,Tx,2025-10-30 15:34:49.009,01 55 00 00 00 00 00 00 00
87737,Rx,2025-10-30 15:34:51.585,02 0F 9D 01 27 03 12 01 75
87738,Tx,2025-10-30 15:34:51.820,02 55 00 00 00 00 00 00 00
87739,Rx,2025-10-30 15:34:54.597,01 0F A8 01 1F 03 13 01 79
87740,Tx,2025-10-30 15:34:54.904,01 55 00 00 00 00 00 00 00
87741,Rx,2025-10-30 15:34:57.680,02 0F A6 01 36 03 16 01 75
87742,Tx,2025-10-30 15:34:57.935,02 55 00 00 00 00 00 00 00
87743,Rx,2025-10-30 15:35:00.445,01 0F AD 01 20 03 11 01 77
87744,Tx,2025-10-30 15:35:00.857,01 55 00 00 00 00 00 00 00
87745,Rx,2025-10-30 15:35:03.116,02 0F AC 01 40 03 12 01 75
87746,Tx,2025-10-30 15:35:03.326,02 55 00 00 00 00 00 00 00
87747,Rx,2025-10-30 15:35:06.021,01 0F B4 01 36 03 1B 01 79
87748,Tx,2025-10-30 15:35:06.255,01 55 00 00 00 00 00 00 00
87749,Rx,2025-10-30 15:35:09.854,02 0F B5 01 21 03 1C 01 77
87750,Tx,2025-10-30 15:35:10.122,02 55 00 00 00 00 00 00 00
87751,Rx,2025-10-30 15:35:12.872,01 0F AE 01 22 03 14 01 7A
87752,Tx,2025-10-30 15:35:13.292,01 55 00 00 00 00 00 00 00
87753,Rx,2025-10-30 15:35:14.904,02 0F A9 01 20 03 19 01 79
87754,Tx,2025-10-30 15:35:15.158,02 55 00 00 00 00 00 00 00
87755,Rx,2025-10-30 15:35:18.327,01 0F B3 01 1C 03 1B 01 7D
87756,Tx,2025-10-30 15:35:18.815,01 55 00 00 00 00 00 00 00
87757,Rx,2025-10-30 15:35:21.451,02 0F AB 01 2D 03 16 01 7B
87758,Tx,2025-10-30 15:35:21.907,02 55 00 00 00 00 00 00 00
87759,Rx,2025-10-30 15:35:24.864,01 0F AB 01 2D 03 1E 01 81
87760,Tx,2025-10-30 15:35:25.301,01 55 00 00 00 00 00 00 00
87761,Rx,2025-10-30 15:35:27.692,02 0F B4 01 34 03 17 01 7C
87762,Tx,2025-10-30 15:35:27.902,02 55 00 00 00 00 00 00 00
87763,Rx,2025-10-30 15:35:30.625,01 0F BF 01 3E 03 1A 01 7C
87764,Tx,2025-10-30 15:35:31.032,01 55 00 00 00 00 00 00 00
87765,Rx,2025-10-30 15:35:33.335,02 0F BC 01 1E 03 1E 01 82
87766,Tx,2025-10-30 15:35:33.808,02 55 00 00 00 00 00 00 00
87767,Rx,2025-10-30 15:35:36.748,01 0F C2 01 40 03 1F 01 84
87768,Tx,2025-10-30 15:35:36.999,01 55 00 00 00 00 00 00 00
87769,Rx,2025-10-30 15:35:38.973,02 0F C6 01 40 03 1C 01 82
87770,Tx,2025-10-30 15:35:39.215,02 55 00 00 00 00 00 00 00
87771,Rx,2025-10-30 15:35:42.533,01 0F C1 01 1F 03 1B 01 82
87772,Tx,2025-10-30 15:35:42.947,01 55 00 00 00 00 00 00 00
87773,Rx,2025-10-30 15:35:44.909,02 0F B6 01 1B 03 1A 01 84
87774,Tx,2025-10-30 15:35:45.174,02 55 00 00 00 00 00 00 00
87775,Rx,2025-10-30 15:35:48.775,01 0F BE 01 1E 03 20 01 80
87776,Tx,2025-10-30 15:35:49.228,01 55 00 00 00 00 00 00 00
87777,Rx,2025-10-30 15:35:51.731,02 0F C6 01 39 03 1D 01 85
87778,Tx,2025-10-30 15:35:52.072,02 55 00 00 00 00 00 00 00
87779,Rx,2025-10-30 15:35:54.727,01 0F C2 01 23 03 24 01 88
87780,Tx,2025-10-30 15:35:55.132,01 55 00 00 00 00 00 00 00
87781,Rx,2025-10-30 15:35:57.836,02 0F C5 01 1F 03 21 01 86
87782,Tx,2025-10-30 15:35:58.239,02 55 00 00 00 00 00 00 00
87783,Rx,2025-10-30 15:36:00.174,01 0F D0 01 1B 03 1D 01 83
87784,Tx,2025-10-30 15:36:00.415,01 55 00 00 00 00 00 00 00
87785,Rx,2025-10-30 15:36:03.654,02 0F C6 01 28 03 1D 01 83
87786,Tx,2025-10-30 15:36:03.968,02 55 00 00 00 00 00 00 00
87787,Rx,2025-10-30 15:36:06.575,01 0F D1 01 1B 03 20 01 85
87788,Tx,2025-10-30 15:36:06.924,01 55 00 00 00 00 00 00 00
87789,Rx,2025-10-30 15:36:09.265,02 0F CA 01 33 03 27 01 86
87790,Tx,2025-10-30 15:36:09.678,02 55 00 00 00 00 00 00 00
87791,Rx,2025-10-30 15:36:12.792,01 0F C6 01 2F 03 26 01 89
87792,Tx,2025-10-30 15:36:13.232,01 55 00 00 00 00 00 00 00
87793,Rx,2025-10-30 15:36:15.053,02 0F C8 01 1B 03 23 01 88
87794,Tx,2025-10-30 15:36:15.270,02 55 00 00 00 00 00 00 00
87795,Rx,2025-10-30 15:36:18.856,01 0F D0 01 22 03 28 01 87
87796,Tx,2025-10-30 15:36:19.207,01 55 00 00 00 00 00 00 00
87797,Rx,2025-10-30 15:36:21.524,02 0F D5 01 20 03 21 01 88
87798,Tx,2025-10-30 15:36:21.774,02 55 00 00 00 00 00 00 00
87799,Rx,2025-10-30 15:36:24.469,01 0F D2 01 31 03 22 01 8C
87800,Tx,2025-10-30 15:36:24.686,01 55 00 00 00 00 00 00 00
87801,Rx,2025-10-30 15:36:27.828,02 0F D8 01 1A 03 24 01 8E
87802,Tx,2025-10-30 15:36:28.107,02 55 00 00 00 00 00 00 00
87803,Rx,2025-10-30 15:36:30.494,01 0F D6 01 18 03 25 01 89
87804,Tx,2025-10-30 15:36:30.971,01 55 00 00 00 00 00 00 00
87805,Rx,2025-10-30 15:36:33.823,02 0F DD 01 19 03 23 01 90
87806,Tx,2025-10-30 15:36:34.265,02 55 00 00 00 00 00 00 00
87807,Rx,2025-10-30 15:36:36.033,01 0F D3 01 1D 03 28 01 8C
87808,Tx,2025-10-30 15:36:36.379,01 55 00 00 00 00 00 00 00
87809,Rx,2025-10-30 15:36:39.037,02 0F DC 01 1A 03 2A 01 8E
87810,Tx,2025-10-30 15:36:39.403,02 55 00 00 00 00 00 00 00
87811,Rx,2025-10-30 15:36:42.366,01 0F D1 01 17 03 2B 01 8C
87812,Tx,2025-10-30 15:36:42.759,01 55 00 00 00 00 00 00 00
87813,Rx,2025-10-30 15:36:45.892,02 0F DD 01 26 03 29 01 8F
87814,Tx,2025-10-30 15:36:46.266,02 55 00 00 00 00 00 00 00
87815,Rx,2025-10-30 15:36:47.905,01 0F DC 01 3C 03 2B 01 90
87816,Tx,2025-10-30 15:36:48.394,01 55 00 00 00 00 00 00 00
87817,Rx,2025-10-30 15:36:51.843,02 0F D7 01 27 03 2B 01 8D
87818,Tx,2025-10-30 15:36:52.332,02 55 00 00 00 00 00 00 00
87819,Rx,2025-10-30 15:36:54.788,01 0F E2 01 2F 03 30 01 93
87820,Tx,2025-10-30 15:36:55.115,01 55 00 00 00 00 00 00 00
87821,Rx,2025-10-30 15:36:56.981,02 0F D9 01 2D 03 29 01 93
87822,Tx,2025-10-30 15:36:57.218,02 55 00 00 00 00 00 00 00
87823,Rx,2025-10-30 15:36:59.926,01 0F EA 01 1D 03 2B 01 93
87824,Tx,2025-10-30 15:37:00.144,01 55 00 00 00 00 00 00 00
87825,Rx,2025-10-30 15:37:03.064,02 0F DE 01 27 03 2A 01 96
87826,Tx,2025-10-30 15:37:03.519,02 55 00 00 00 00 00 00 00
87827,Rx,2025-10-30 15:37:06.002,01 0F E9 01 16 03 2A 01 92
87828,Tx,2025-10-30 15:37:06.491,01 55 00 00 00 00 00 00 00
87829,Rx,2025-10-30 15:37:09.169,02 0F E7 01 25 03 2F 01 91
87830,Tx,2025-10-30 15:37:09.640,02 55 00 00 00 00 00 00 00
87831,Rx,2025-10-30 15:37:12.419,01 0F DF 01 19 03 33 01 95
87832,Tx,2025-10-30 15:37:12.760,01 55 00 00 00 00 00 00 00
87833,Rx,2025-10-30 15:37:15.569,02 0F EF 01 14 03 31 01 94
87834,Tx,2025-10-30 15:37:15.989,02 55 00 00 00 00 00 00 00
87835,Rx,2025-10-30 15:37:18.628,01 0F E5 01 37 03 34 01 99
87836,Tx,2025-10-30 15:37:18.914,01 55 00 00 00 00 00 00 00
87837,Rx,2025-10-30 15:37:20.975,02 0F EC 01 2A 03 36 01 97
87838,Tx,2025-10-30 15:37:21.356,02 55 00 00 00 00 00 00 00
87839,Rx,2025-10-30 15:37:24.809,01 0F EF 01 37 03 2E 01 99
87840,Tx,2025-10-30 15:37:25.223,01 55 00 00 00 00 00 00 00
87841,Rx,2025-10-30 15:37:27.318,02 0F E0 01 26 03 36 01 94
87842,Tx,2025-10-30 15:37:27.695,02 55 00 00 00 00 00 00 00
87843,Rx,2025-10-30 15:37:30.446,01 0F EB 01 35 03 32 01 96
87844,Tx,2025-10-30 15:37:30.747,01 55 00 00 00 00 00 00 00
87845,Rx,2025-10-30 15:37:33.613,02 0F F5 01 13 03 2E 01 99
87846,Tx,2025-10-30 15:37:33.932,02 55 00 00 00 00 00 00 00
87847,Rx,2025-10-30 15:37:36.644,01 0F E6 01 24 03 31 01 95
87848,Tx,2025-10-30 15:37:36.860,01 55 00 00 00 00 00 00 00
87849,Rx,2025-10-30 15:37:39.127,02 0F E5 01 1C 03 38 01 9D
87850,Tx,2025-10-30 15:37:39.610,02 55 00 00 00 00 00 00 00
