id,direction,time,data
87508,Tx,2025-10-30 15:29:06.324,01 55 00 00 00 00 00 00 00
87509,Rx,2025-10-30 15:29:08.907,02 0E 8B 00 59 02 CF 01 1E
87510,Tx,2025-10-30 15:29:09.121,02 55 00 00 00 00 00 00 00
87511,Rx,2025-10-30 15:29:12.021,01 0E 97 00 5B 02 D0 01 25
87512,Tx,2025-10-30 15:29:12.257,01 55 00 00 00 00 00 00 00
87513,Rx,2025-10-30 15:29:15.385,02 0E 91 00 7C 02 D2 01 24
87514,Tx,2025-10-30 15:29:15.807,02 55 00 00 00 00 00 00 00
87515,Rx,2025-10-30 15:29:18.751,01 0E 9C 00 7A 02 D4 01 24
87516,Tx,2025-10-30 15:29:19.032,01 55 00 00 00 00 00 00 00
87517,Rx,2025-10-30 15:29:21.305,02 0E 98 00 78 02 CD 01 22
87518,Tx,2025-10-30 15:29:21.531,02 55 00 00 00 00 00 00 00
87519,Rx,2025-10-30 15:29:24.268,01 0E A4 00 88 02 CE 01 25
87520,Tx,2025-10-30 15:29:24.616,01 55 00 00 00 00 00 00 00
87521,Rx,2025-10-30 15:29:26.982,02 0E A9 00 80 02 D0 01 26
87522,Tx,2025-10-30 15:29:27.359,02 55 00 00 00 00 00 00 00
87523,Rx,2025-10-30 15:29:30.405,01 0E A6 00 84 02 D6 01 28
87524,Tx,2025-10-30 15:29:30.858,01 55 00 00 00 00 00 00 00
87525,Rx,2025-10-30 15:29:33.670,02 0E A6 00 7C 02 D5 01 29
87526,Tx,2025-10-30 15:29:33.958,02 55 00 00 00 00 00 00 00
87527,Rx,2025-10-30 15:29:36.576,01 0E AC 00 80 02 D4 01 25
87528,Tx,2025-10-30 15:29:36.795,01 55 00 00 00 00 00 00 00
87529,Rx,2025-10-30 15:29:39.468,02 0E AE 00 7E 02 D5 01 2B
87530,Tx,2025-10-30 15:29:39.754,02 55 00 00 00 00 00 00 00
87531,Rx,2025-10-30 15:29:42.715,01 0E AA 00 A3 02 D6 01 26
87532,Tx,2025-10-30 15:29:43.159,01 55 00 00 00 00 00 00 00
87533,Rx,2025-10-30 15:29:45.850,02 0E B2 00 8E 02 D9 01 29
87534,Tx,2025-10-30 15:29:46.211,02 55 00 00 00 00 00 00 00
87535,Rx,2025-10-30 15:29:48.492,01 0E B4 00 98 02 D3 01 2D
87536,Tx,2025-10-30 15:29:48.883,01 55 00 00 00 00 00 00 00
87537,Rx,2025-10-30 15:29:51.332,02 0E BB 00 94 02 D4 01 2A
87538,Tx,2025-10-30 15:29:51.616,02 55 00 00 00 00 00 00 00
87539,Rx,2025-10-30 15:29:54.413,01 0E C4 00 A9 02 D3 01 29
87540,Tx,2025-10-30 15:29:54.775,01 55 00 00 00 00 00 00 00
87541,Rx,2025-10-30 15:29:57.196,02 0E BE 00 97 02 D6 01 2B
87542,Tx,2025-10-30 15:29:57.677,02 55 00 00 00 00 00 00 00
87543,Rx,2025-10-30 15:30:00.120,01 0E BB 00 8F 02 D8 01 2B
87544,Tx,2025-10-30 15:30:00.413,01 55 00 00 00 00 00 00 00
87545,Rx,2025-10-30 15:30:03.038,02 0E C9 00 AC 02 DA 01 2E
87546,Tx,2025-10-30 15:30:03.330,02 55 00 00 00 00 00 00 00
87547,Rx,2025-10-30 15:30:06.463,01 0E CC 00 A1 02 D9 01 30
87548,Tx,2025-10-30 15:30:06.787,01 55 00 00 00 00 00 00 00
87549,Rx,2025-10-30 15:30:09.655,02 0E C3 00 B7 02 DC 01 31
87550,Tx,2025-10-30 15:30:09.918,02 55 00 00 00 00 00 00 00
87551,Rx,2025-10-30 15:30:12.025,01 0E D2 00 AF 02 DC 01 30
87552,Tx,2025-10-30 15:30:12.404,01 55 00 00 00 00 00 00 00
87553,Rx,2025-10-30 15:30:15.609,02 0E D1 00 C1 02 D8 01 2F
87554,Tx,2025-10-30 15:30:15.953,02 55 00 00 00 00 00 00 00
87555,Rx,2025-10-30 15:30:18.236,01 0E D4 00 BC 02 DE 01 36
87556,Tx,2025-10-30 15:30:18.688,01 55 00 00 00 00 00 00 00
87557,Rx,2025-10-30 15:30:21.192,02 0E CF 00 AE 02 DA 01 36
87558,Tx,2025-10-30 15:30:21.684,02 55 00 00 00 00 00 00 00
87559,Rx,2025-10-30 15:30:24.325,01 0E DD 00 C7 02 DA 01 37
87560,Tx,2025-10-30 15:30:24.765,01 55 00 00 00 00 00 00 00
87561,Rx,2025-10-30 15:30:27.874,02 0E D3 00 D1 02 E1 01 35
87562,Tx,2025-10-30 15:30:28.367,02 55 00 00 00 00 00 00 00
87563,Rx,2025-10-30 15:30:30.593,01 0E DC 00 CE 02 E2 01 33
87564,Tx,2025-10-30 15:30:30.996,01 55 00 00 00 00 00 00 00
87565,Rx,2025-10-30 15:30:33.711,02 0E E7 00 C6 02 DC 01 34
87566,Tx,2025-10-30 15:30:34.165,02 55 00 00 00 00 00 00 00
87567,Rx,2025-10-30 15:30:36.801,01 0E DB 00 D9 02 DE 01 36
87568,Tx,2025-10-30 15:30:37.028,01 55 00 00 00 00 00 00 00
87569,Rx,2025-10-30 15:30:39.832,02 0E E6 00 C2 02 E3 01 39
87570,Tx,2025-10-30 15:30:40.277,02 55 00 00 00 00 00 00 00
87571,Rx,2025-10-30 15:30:42.759,01 0E E7 00 DD 02 E6 01 3B
87572,Tx,2025-10-30 15:30:43.231,01 55 00 00 00 00 00 00 00
87573,Rx,2025-10-30 15:30:45.095,02 0E E5 00 E1 02 E3 01 3A
87574,Tx,2025-10-30 15:30:45.486,02 55 00 00 00 00 00 00 00
87575,Rx,2025-10-30 15:30:48.044,01 0E F5 00 D1 02 E8 01 37
87576,Tx,2025-10-30 15:30:48.419,01 55 00 00 00 00 00 00 00
87577,Rx,2025-10-30 15:30:51.129,02 0E ED 00 C5 02 E1 01 3C
87578,Tx,2025-10-30 15:30:51.574,02 55 00 00 00 00 00 00 00
87579,Rx,2025-10-30 15:30:54.629,01 0E F6 00 C4 02 E5 01 3E
87580,Tx,2025-10-30 15:30:54.850,01 55 00 00 00 00 00 00 00
87581,Rx,2025-10-30 15:30:57.543,02 0E F7 00 DF 02 E2 01 3A
87582,Tx,2025-10-30 15:30:58.032,02 55 00 00 00 00 00 00 00
87583,Rx,2025-10-30 15:30:59.954,01 0E FB 00 D3 02 E6 01 39
87584,Tx,2025-10-30 15:31:00.255,01 55 00 00 00 00 00 00 00
87585,Rx,2025-10-30 15:31:03.587,02 0F 03 00 EA 02 E7 01 3D
87586,Tx,2025-10-30 15:31:04.054,02 55 00 00 00 00 00 00 00
87587,Rx,2025-10-30 15:31:05.923,01 0F 01 00 E9 02 E8 01 3E
87588,Tx,2025-10-30 15:31:06.238,01 55 00 00 00 00 00 00 00
87589,Rx,2025-10-30 15:31:09.877,02 0F 04 00 E1 02 E5 01 3C
87590,Tx,2025-10-30 15:31:10.166,02 55 00 00 00 00 00 00 00
87591,Rx,2025-10-30 15:31:11.973,01 0F 02 00 E5 02 EB 01 3F
87592,Tx,2025-10-30 15:31:12.238,01 55 00 00 00 00 00 00 00
87593,Rx,2025-10-30 15:31:15.462,02 0F 0B 00 D5 02 EA 01 3F
87594,Tx,2025-10-30 15:31:15.908,02 55 00 00 00 00 00 00 00
87595,Rx,2025-10-30 15:31:18.341,01 0F 0B 00 F0 02 EA 01 43
87596,Tx,2025-10-30 15:31:18.788,01 55 00 00 00 00 00 00 00
87597,Rx,2025-10-30 15:31:21.471,02 0F 08 00 DB 02 E5 01 40
87598,Tx,2025-10-30 15:31:21.697,02 55 00 00 00 00 00 00 00
87599,Rx,2025-10-30 15:31:24.538,01 0F 0D 00 E7 02 E8 01 41
87600,Tx,2025-10-30 15:31:25.002,01 55 00 00 00 00 00 00 00
87601,Rx,2025-10-30 15:31:27.115,02 0F 17 00 E8 02 E8 01 47
87602,Tx,2025-10-30 15:31:27.577,02 55 00 00 00 00 00 00 00
87603,Rx,2025-10-30 15:31:30.161,01 0F 17 00 DE 02 E8 01 48
87604,Tx,2025-10-30 15:31:30.466,01 55 00 00 00 00 00 00 00
87605,Rx,2025-10-30 15:31:33.810,02 0F 18 00 F0 02 F1 01 49
87606,Tx,2025-10-30 15:31:34.099,02 55 00 00 00 00 00 00 00
87607,Rx,2025-10-30 15:31:36.737,01 0F 0D 00 E7 02 EE 01 43
87608,Tx,2025-10-30 15:31:37.128,01 55 00 00 00 00 00 00 00
87609,Rx,2025-10-30 15:31:39.225,02 0F 16 00 F2 02 EA 01 48
87610,Tx,2025-10-30 15:31:39.474,02 55 00 00 00 00 00 00 00
87611,Rx,2025-10-30 15:31:42.467,01 0F 1B 00 FA 02 EE 01 44
87612,Tx,2025-10-30 15:31:42.908,01 55 00 00 00 00 00 00 00
87613,Rx,2025-10-30 15:31:45.427,02 0F 27 01 0C 02 ED 01 48
87614,Tx,2025-10-30 15:31:45.683,02 55 00 00 00 00 00 00 00
87615,Rx,2025-10-30 15:31:48.687,01 0F 28 01 0D 02 F2 01 49
87616,Tx,2025-10-30 15:31:49.041,01 55 00 00 00 00 00 00 00
87617,Rx,2025-10-30 15:31:51.449,02 0F 26 01 0F 02 F2 01 49
87618,Tx,2025-10-30 15:31:51.688,02 55 00 00 00 00 00 00 00
87619,Rx,2025-10-30 15:31:53.917,01 0F 27 00 F0 02 EC 01 49
87620,Tx,2025-10-30 15:31:54.262,01 55 00 00 00 00 00 00 00
87621,Rx,2025-10-30 15:31:57.275,02 0F 28 00 FB 02 F0 01 4D
87622,Tx,2025-10-30 15:31:57.699,02 55 00 00 00 00 00 00 00
87623,Rx,2025-10-30 15:31:59.986,01 0F 21 00 F2 02 F4 01 4C
87624,Tx,2025-10-30 15:32:00.449,01 55 00 00 00 00 00 00 00
87625,Rx,2025-10-30 15:32:02.984,02 0F 2A 01 19 02 F1 01 4D
87626,Tx,2025-10-30 15:32:03.264,02 55 00 00 00 00 00 00 00
87627,Rx,2025-10-30 15:32:06.531,01 0F 2A 01 1A 02 F4 01 50
87628,Tx,2025-10-30 15:32:07.016,01 55 00 00 00 00 00 00 00
87629,Rx,2025-10-30 15:32:09.031,02 0F 34 01 0F 02 F3 01 51
87630,Tx,2025-10-30 15:32:09.290,02 55 00 00 00 00 00 00 00
87631,Rx,2025-10-30 15:32:11.953,01 0F 3C 01 00 02 F7 01 4C
87632,Tx,2025-10-30 15:32:12.296,01 55 00 00 00 00 00 00 00
87633,Rx,2025-10-30 15:32:15.147,02 0F 31 01 0E 02 F7 01 4E
87634,Tx,2025-10-30 15:32:15.404,02 55 00 00 00 00 00 00 00
87635,Rx,2025-10-30 15:32:18.685,01 0F 38 00 FA 02 F8 01 55
87636,Tx,2025-10-30 15:32:18.976,01 55 00 00 00 00 00 00 00
87637,Rx,2025-10-30 15:32:21.512,02 0F 42 01 0F 02 FA 01 4F
87638,Tx,2025-10-30 15:32:21.968,02 55 00 00 00 00 00 00 00
87639,Rx,2025-10-30 15:32:24.692,01 0F 37 01 02 02 F2 01 4F
87640,Tx,2025-10-30 15:32:25.043,01 55 00 00 00 00 00 00 00
87641,Rx,2025-10-30 15:32:27.764,02 0F 45 01 12 02 F9 01 57
87642,Tx,2025-10-30 15:32:28.225,02 55 00 00 00 00 00 00 00
87643,Rx,2025-10-30 15:32:30.772,01 0F 45 01 0D 02 F6 01 52
87644,Tx,2025-10-30 15:32:31.271,01 55 00 00 00 00 00 00 00
87645,Rx,2025-10-30 15:32:33.038,02 0F 43 01 13 02 FD 01 56
87646,Tx,2025-10-30 15:32:33.491,02 55 00 00 00 00 00 00 00
87647,Rx,2025-10-30 15:32:36.294,01 0F 49 01 10 02 F4 01 56
87648,Tx,2025-10-30 15:32:36.673,01 55 00 00 00 00 00 00 00
87649,Rx,2025-10-30 15:32:39.866,02 0F 43 01 1F 02 FB 01 59
87650,Tx,2025-10-30 15:32:40.218,02 55 00 00 00 00 00 00 00
