id,direction,time,data
54251,Rx,2025-10-30 15:30:54.684,02 02 04 00 00 00 03 B0 38
54252,Tx,2025-10-30 15:30:54.198,02 02 04 06 02 59 02 2F 00 A8 58 43
54253,Rx,2025-10-30 15:30:57.515,01 02 04 00 00 00 03 B0 38
54254,Tx,2025-10-30 15:30:57.128,01 02 04 06 02 57 02 31 00 A2 D1 83
54255,Rx,2025-10-30 15:31:00.827,02 02 04 00 00 00 03 B0 38
54256,Tx,2025-10-30 15:31:00.191,02 02 04 06 02 51 02 34 00 A8 C9 85
54257,Rx,2025-10-30 15:31:03.172,01 02 04 00 00 00 03 B0 38
54258,Tx,2025-10-30 15:31:03.115,01 02 04 06 02 47 02 2C 00 A5 C1 84
54259,Rx,2025-10-30 15:31:05.988,02 02 04 00 00 00 03 B0 38
54260,Tx,2025-10-30 15:31:06.234,02 02 04 06 02 5A 02 2F 00 AC 1D 80
54261,Rx,2025-10-30 15:31:09.306,01 02 04 00 00 00 03 B0 38
54262,Tx,2025-10-30 15:31:09.343,01 02 04 06 02 4D 02 31 00 A5 C9 83
54263,Rx,2025-10-30 15:31:12.334,02 02 04 00 00 00 03 B0 38
54264,Tx,2025-10-30 15:31:12.143,02 02 04 06 02 55 02 33 00 A4 89 81
54265,Rx,2025-10-30 15:31:15.874,01 02 04 00 00 00 03 B0 38
54266,Tx,2025-10-30 15:31:15.102,01 02 04 06 02 58 02 3B 00 A0 24 41
54267,Rx,2025-10-30 15:31:18.261,02 02 04 00 00 00 03 B0 38
54268,Tx,2025-10-30 15:31:18.119,02 02 04 06 02 62 02 3B 00 9F BC 54
54269,Rx,2025-10-30 15:31:21.271,01 02 04 00 00 00 03 B0 38
54270,Tx,2025-10-30 15:31:21.223,01 02 04 06 02 6E 02 52 00 A8 3D 9F
54271,Rx,2025-10-30 15:31:24.570,02 02 04 00 00 00 03 B0 38
54272,Tx,2025-10-30 15:31:24.257,02 02 04 06 02 60 02 31 00 AF E5 82
54273,Rx,2025-10-30 15:31:27.667,01 02 04 00 00 00 03 B0 38
54274,Tx,2025-10-30 15:31:27.223,01 02 04 06 02 56 02 31 00 A1 AC 42
54275,Rx,2025-10-30 15:31:30.734,02 02 04 00 00 00 03 B0 38
54276,Tx,2025-10-30 15:31:30.147,02 02 04 06 02 6D 02 51 00 A2 09 98
54277,Rx,2025-10-30 15:31:33.512,01 02 04 00 00 00 03 B0 38
54278,Tx,2025-10-30 15:31:33.282,01 02 04 06 02 82 02 5B 00 AD BC 49
54279,Rx,2025-10-30 15:31:36.422,02 02 04 00 00 00 03 B0 38
54280,Tx,2025-10-30 15:31:36.131,02 02 04 06 02 55 02 39 00 AA 28 47
54281,Rx,2025-10-30 15:31:39.788,01 02 04 00 00 00 03 B0 38
54282,Tx,2025-10-30 15:31:39.246,01 02 04 06 02 62 02 46 00 AB 2D 9B
54283,Rx,2025-10-30 15:31:42.507,02 02 04 00 00 00 03 B0 38
54284,Tx,2025-10-30 15:31:42.351,02 02 04 06 02 72 02 46 00 AB EC 58
54285,Rx,2025-10-30 15:31:45.265,01 02 04 00 00 00 03 B0 38
54286,Tx,2025-10-30 15:31:45.302,01 02 04 06 02 65 02 42 00 B3 D9 90
54287,Rx,2025-10-30 15:31:48.498,02 02 04 00 00 00 03 B0 38
54288,Tx,2025-10-30 15:31:48.123,02 02 04 06 02 90 02 67 00 AC 05 86
54289,Rx,2025-10-30 15:31:51.252,01 02 04 00 00 00 03 B0 38
54290,Tx,2025-10-30 15:31:51.331,01 02 04 06 02 98 02 6B 00 AE A5 85
54291,Rx,2025-10-30 15:31:54.344,02 02 04 00 00 00 03 B0 38
54292,Tx,2025-10-30 15:31:54.130,02 02 04 06 02 97 02 6F 00 A7 70 43
54293,Rx,2025-10-30 15:31:57.291,01 02 04 00 00 00 03 B0 38
54294,Tx,2025-10-30 15:31:57.100,01 02 04 06 02 AA 02 73 00 B1 5D 8E
54295,Rx,2025-10-30 15:32:00.773,02 02 04 00 00 00 03 B0 38
54296,Tx,2025-10-30 15:32:00.098,02 02 04 06 02 9D 02 74 00 AC D9 82
54297,Rx,2025-10-30 15:32:03.871,01 02 04 00 00 00 03 B0 38
54298,Tx,2025-10-30 15:32:03.208,01 02 04 06 02 97 02 6E 00 AF 20 45
54299,Rx,2025-10-30 15:32:06.598,02 02 04 00 00 00 03 B0 38
54300,Tx,2025-10-30 15:32:06.329,02 02 04 06 02 93 02 6E 00 B6 10 4F
54301,Rx,2025-10-30 15:32:09.106,01 02 04 00 00 00 03 B0 38
54302,Tx,2025-10-30 15:32:09.389,01 02 04 06 02 8D 02 63 00 B2 28 4D
54303,Rx,2025-10-30 15:32:12.270,02 02 04 00 00 00 03 B0 38
54304,Tx,2025-10-30 15:32:12.375,02 02 04 06 02 86 02 5E 00 B1 5C 41
54305,Rx,2025-10-30 15:32:15.446,01 02 04 00 00 00 03 B0 38
54306,Tx,2025-10-30 15:32:15.364,01 02 04 06 02 93 02 67 00 AD 80 46
54307,Rx,2025-10-30 15:32:18.826,02 02 04 00 00 00 03 B0 38
54308,Tx,2025-10-30 15:32:18.105,02 02 04 06 02 78 02 56 00 B7 74 55
54309,Rx,2025-10-30 15:32:21.379,01 02 04 00 00 00 03 B0 38
54310,Tx,2025-10-30 15:32:21.390,01 02 04 06 02 89 02 65 00 B9 78 4B
54311,Rx,2025-10-30 15:32:24.630,02 02 04 00 00 00 03 B0 38
54312,Tx,2025-10-30 15:32:24.208,02 02 04 06 02 9C 02 7C 00 B5 A4 4A
54313,Rx,2025-10-30 15:32:27.792,01 02 04 00 00 00 03 B0 38
54314,Tx,2025-10-30 15:32:27.317,01 02 04 06 02 8C 02 5C 00 BA 24 47
54315,Rx,2025-10-30 15:32:30.397,02 02 04 00 00 00 03 B0 38
54316,Tx,2025-10-30 15:32:30.385,02 02 04 06 02 8E 02 64 00 B6 DC 4F
54317,Rx,2025-10-30 15:32:33.585,01 02 04 00 00 00 03 B0 38
54318,Tx,2025-10-30 15:32:33.144,01 02 04 06 02 BE 02 85 00 AF 0D B7
54319,Rx,2025-10-30 15:32:36.776,02 02 04 00 00 00 03 B0 38
54320,Tx,2025-10-30 15:32:36.342,02 02 04 06 02 B8 02 8B 00 BB E4 7B
54321,Rx,2025-10-30 15:32:39.850,01 02 04 00 00 00 03 B0 38
54322,Tx,2025-10-30 15:32:39.330,01 02 04 06 02 97 02 62 00 BD 60 4B
