id,direction,time,data
54178,Tx,2025-10-30 15:29:03.233,01 02 04 06 02 04 01 E5 00 93 D4 27
54179,Rx,2025-10-30 15:29:06.499,02 02 04 00 00 00 03 B0 38
54180,Tx,2025-10-30 15:29:06.187,02 02 04 06 01 F4 01 DD 00 95 95 CE
54181,Rx,2025-10-30 15:29:09.705,01 02 04 00 00 00 03 B0 38
54182,Tx,2025-10-30 15:29:09.270,01 02 04 06 01 E0 01 C0 00 88 F5 C2
54183,Rx,2025-10-30 15:29:12.483,02 02 04 00 00 00 03 B0 38
54184,Tx,2025-10-30 15:29:12.229,02 02 04 06 02 08 01 F0 00 8C 94 2A
54185,Rx,2025-10-30 15:29:14.900,01 02 04 00 00 00 03 B0 38
54186,Tx,2025-10-30 15:29:15.124,01 02 04 06 01 F2 01 CF 00 8D BD C1
54187,Rx,2025-10-30 15:29:18.000,02 02 04 00 00 00 03 B0 38
54188,Tx,2025-10-30 15:29:18.187,02 02 04 06 01 FE 01 E6 00 8E 3C 09
54189,Rx,2025-10-30 15:29:21.327,01 02 04 00 00 00 03 B0 38
54190,Tx,2025-10-30 15:29:21.391,01 02 04 06 02 04 01 EF 00 91 75 E4
54191,Rx,2025-10-30 15:29:24.327,02 02 04 00 00 00 03 B0 38
54192,Tx,2025-10-30 15:29:24.103,02 02 04 06 02 03 01 F0 00 95 F0 21
54193,Rx,2025-10-30 15:29:27.335,01 02 04 00 00 00 03 B0 38
54194,Tx,2025-10-30 15:29:27.098,01 02 04 06 01 FB 01 DE 00 97 B0 0E
54195,Rx,2025-10-30 15:29:29.902,02 02 04 00 00 00 03 B0 38
54196,Tx,2025-10-30 15:29:30.140,02 02 04 06 02 0D 01 F2 00 98 F9 E5
54197,Rx,2025-10-30 15:29:33.796,01 02 04 00 00 00 03 B0 38
54198,Tx,2025-10-30 15:29:33.270,01 02 04 06 02 16 01 F7 00 98 8D E6
54199,Rx,2025-10-30 15:29:36.477,02 02 04 00 00 00 03 B0 38
54200,Tx,2025-10-30 15:29:36.367,02 02 04 06 02 06 01 E4 00 91 7D E6
54201,Rx,2025-10-30 15:29:38.917,01 02 04 00 00 00 03 B0 38
54202,Tx,2025-10-30 15:29:39.243,01 02 04 06 02 1D 01 FD 00 99 C9 E5
54203,Rx,2025-10-30 15:29:41.938,02 02 04 00 00 00 03 B0 38
54204,Tx,2025-10-30 15:29:42.189,02 02 04 06 02 17 01 F5 00 95 D0 23
54205,Rx,2025-10-30 15:29:45.200,01 02 04 00 00 00 03 B0 38
54206,Tx,2025-10-30 15:29:45.273,01 02 04 06 02 1F 02 07 00 99 90 50
54207,Rx,2025-10-30 15:29:48.211,02 02 04 00 00 00 03 B0 38
54208,Tx,2025-10-30 15:29:48.218,02 02 04 06 01 F8 01 E5 00 91 05 C1
54209,Rx,2025-10-30 15:29:50.969,01 02 04 00 00 00 03 B0 38
54210,Tx,2025-10-30 15:29:51.314,01 02 04 06 02 08 01 EF 00 8F E5 ED
54211,Rx,2025-10-30 15:29:54.744,02 02 04 00 00 00 03 B0 38
54212,Tx,2025-10-30 15:29:54.137,02 02 04 06 02 2B 02 12 00 90 F0 56
54213,Rx,2025-10-30 15:29:57.837,01 02 04 00 00 00 03 B0 38
54214,Tx,2025-10-30 15:29:57.169,01 02 04 06 02 32 02 0E 00 9D ED 97
54215,Rx,2025-10-30 15:30:00.602,02 02 04 00 00 00 03 B0 38
54216,Tx,2025-10-30 15:30:00.394,02 02 04 06 02 1D 01 FF 00 9A 28 24
54217,Rx,2025-10-30 15:30:02.923,01 02 04 00 00 00 03 B0 38
54218,Tx,2025-10-30 15:30:03.187,01 02 04 06 02 29 02 05 00 92 B8 53
54219,Rx,2025-10-30 15:30:05.973,02 02 04 00 00 00 03 B0 38
54220,Tx,2025-10-30 15:30:06.219,02 02 04 06 02 3A 02 15 00 9C BD 91
54221,Rx,2025-10-30 15:30:09.651,01 02 04 00 00 00 03 B0 38
54222,Tx,2025-10-30 15:30:09.395,01 02 04 06 02 14 01 F6 00 9A 24 27
