id,direction,time,data
14374,Rx,2025-10-30 15:33:30.153,01 03 03 00 02 00 01 24 28
14375,Tx,2025-10-30 15:33:30.577,01 03 03 02 00 04 C0 47
14376,Rx,2025-10-30 15:33:33.123,02 04 03 00 D0 00 01 85 A6
14377,Tx,2025-10-30 15:33:33.618,02 04 03 02 00 00 74 44
14378,Rx,2025-10-30 15:33:35.947,01 03 03 01 97 00 0A 74 3F
14379,Tx,2025-10-30 15:33:36.348,01 03 03 14 11 39 00 5A 11 11 00 52 0E 40 00 7F 02 59 09 10 00 03 17 6C 7B 4B
14380,Rx,2025-10-30 15:33:39.441,02 04 03 01 FE 00 1E A5 9B
14381,Tx,2025-10-30 15:33:39.829,02 04 03 3C 1D B9 10 02 0D B7 12 60 0B 58 01 A8 01 B3 01 08 02 54 09 0E 00 02 17 6B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FE D6
14382,Rx,2025-10-30 15:33:42.371,01 03 03 00 02 00 01 24 28
14383,Tx,2025-10-30 15:33:42.783,01 03 03 02 00 04 C0 47
14384,Rx,2025-10-30 15:33:45.466,02 04 03 00 D0 00 01 85 A6
14385,Tx,2025-10-30 15:33:45.774,02 04 03 02 00 00 74 44
14386,Rx,2025-10-30 15:33:48.538,01 03 03 01 97 00 0A 74 3F
14387,Tx,2025-10-30 15:33:48.954,01 03 03 14 11 25 00 5D 11 32 00 4E 0E 40 00 78 02 50 09 13 00 04 17 6A 98 5E
14388,Rx,2025-10-30 15:33:51.142,02 04 03 01 FE 00 1E A5 9B
14389,Tx,2025-10-30 15:33:51.377,02 04 03 3C 1C A4 0F 9E 0D 06 10 8F 0C 14 01 AA 01 A7 01 0F 02 50 09 14 00 01 17 6A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 5E 5C
14390,Rx,2025-10-30 15:33:54.689,01 03 03 00 02 00 01 24 28
14391,Tx,2025-10-30 15:33:54.983,01 03 03 02 00 04 C0 47
14392,Rx,2025-10-30 15:33:57.867,02 04 03 00 D0 00 01 85 A6
14393,Tx,2025-10-30 15:33:58.246,02 04 03 02 00 00 74 44
14394,Rx,2025-10-30 15:34:00.360,01 03 03 01 97 00 0A 74 3F
14395,Tx,2025-10-30 15:34:00.812,01 03 03 14 11 57 00 59 11 1E 00 4E 0E 65 00 7F 02 50 09 14 00 01 17 6C 6C 0E
14396,Rx,2025-10-30 15:34:03.309,02 04 03 01 FE 00 1E A5 9B
14397,Tx,2025-10-30 15:34:03.510,02 04 03 3C 1D AE 0F EF 0D BF 12 26 0B 88 01 AE 01 A3 01 17 02 4E 09 10 00 03 17 6A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3E BB
14398,Rx,2025-10-30 15:34:06.695,01 03 03 00 02 00 01 24 28
14399,Tx,2025-10-30 15:34:06.953,01 03 03 02 00 04 C0 47
14400,Rx,2025-10-30 15:34:09.356,02 04 03 00 D0 00 01 85 A6
14401,Tx,2025-10-30 15:34:09.677,02 04 03 02 00 00 74 44
14402,Rx,2025-10-30 15:34:12.561,01 03 03 01 97 00 0A 74 3F
14403,Tx,2025-10-30 15:34:12.778,01 03 03 14 11 46 00 5B 11 31 00 4B 0E 67 00 84 02 64 09 0A 00 03 17 6B 16 07
14404,Rx,2025-10-30 15:34:15.237,02 04 03 01 FE 00 1E A5 9B
14405,Tx,2025-10-30 15:34:15.675,02 04 03 3C 1C B8 0F 7D 0D 3B 11 54 0B 64 01 AD 01 B4 01 1E 02 5E 09 12 00 04 17 6B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 41 15
14406,Rx,2025-10-30 15:34:18.498,01 03 03 00 02 00 01 24 28
14407,Tx,2025-10-30 15:34:18.870,01 03 03 02 00 04 C0 47
14408,Rx,2025-10-30 15:34:21.321,02 04 03 00 D0 00 01 85 A6
14409,Tx,2025-10-30 15:34:21.721,02 04 03 02 00 00 74 44
14410,Rx,2025-10-30 15:34:24.371,01 03 03 01 97 00 0A 74 3F
14411,Tx,2025-10-30 15:34:24.673,01 03 03 14 11 39 00 58 11 15 00 4D 0E 56 00 88 02 56 09 11 00 02 17 6C 0F CB
14412,Rx,2025-10-30 15:34:27.274,02 04 03 01 FE 00 1E A5 9B
14413,Tx,2025-10-30 15:34:27.683,02 04 03 3C 1C B7 0E D6 0D E1 11 B3 0B 04 01 AB 01 B7 01 25 02 65 09 14 00 03 17 6C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 19 89
14414,Rx,2025-10-30 15:34:30.181,01 03 03 00 02 00 01 24 28
14415,Tx,2025-10-30 15:34:30.663,01 03 03 02 00 04 C0 47
14416,Rx,2025-10-30 15:34:33.066,02 04 03 00 D0 00 01 85 A6
14417,Tx,2025-10-30 15:34:33.322,02 04 03 02 00 00 74 44
14418,Rx,2025-10-30 15:34:36.858,01 03 03 01 97 00 0A 74 3F
14419,Tx,2025-10-30 15:34:37.209,01 03 03 14 11 36 00 59 11 05 00 4F 0E 47 00 8B 02 6A 09 0E 00 02 17 6A B3 0F
14420,Rx,2025-10-30 15:34:39.418,02 04 03 01 FE 00 1E A5 9B
14421,Tx,2025-10-30 15:34:39.849,02 04 03 3C 1C AC 0F 80 0D 2C 12 1F 0A 8D 01 A6 01 A4 01 2C 02 6B 09 0C 00 03 17 6B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B8 BE
14422,Rx,2025-10-30 15:34:42.135,01 03 03 00 02 00 01 24 28
14423,Tx,2025-10-30 15:34:42.362,01 03 03 02 00 14 C1 8B
14424,Rx,2025-10-30 15:34:44.984,02 04 03 00 D0 00 01 85 A6
14425,Tx,2025-10-30 15:34:45.313,02 04 03 02 00 00 74 44
14426,Rx,2025-10-30 15:34:48.724,01 03 03 01 97 00 0A 74 3F
14427,Tx,2025-10-30 15:34:49.066,01 03 03 14 11 35 00 57 11 20 00 4D 0E 59 00 7E 02 6E 09 14 00 00 17 6D D6 0D
14428,Rx,2025-10-30 15:34:51.665,02 04 03 01 FE 00 1E A5 9B
14429,Tx,2025-10-30 15:34:52.000,02 04 03 3C 1C 4F 0F 5D 0C F2 14 00 08 4F 01 AA 01 A0 01 33 02 60 09 15 00 02 17 6A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F4 84
14430,Rx,2025-10-30 15:34:54.482,01 03 03 00 02 00 01 24 28
14431,Tx,2025-10-30 15:34:54.717,01 03 03 02 00 04 C0 47
14432,Rx,2025-10-30 15:34:57.722,02 04 03 00 D0 00 01 85 A6
14433,Tx,2025-10-30 15:34:58.122,02 04 03 02 00 00 74 44
14434,Rx,2025-10-30 15:35:00.153,01 03 03 01 97 00 0A 74 3F
14435,Tx,2025-10-30 15:35:00.410,01 03 03 14 11 74 00 59 11 18 00 4A 0E 5A 00 87 02 65 09 0E 00 04 17 6B EA D9
14436,Rx,2025-10-30 15:35:03.107,02 04 03 01 FE 00 1E A5 9B
14437,Tx,2025-10-30 15:35:03.423,02 04 03 3C 1C 53 0E F0 0D 63 13 ED 08 67 01 A1 01 B1 01 3A 02 67 09 11 00 00 17 6A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 CC 04
14438,Rx,2025-10-30 15:35:05.938,01 03 03 00 02 00 01 24 28
14439,Tx,2025-10-30 15:35:06.393,01 03 03 02 00 04 C0 47
14440,Rx,2025-10-30 15:35:09.631,02 04 03 00 D0 00 01 85 A6
14441,Tx,2025-10-30 15:35:09.923,02 04 03 02 00 00 74 44
14442,Rx,2025-10-30 15:35:12.269,01 03 03 01 97 00 0A 74 3F
14443,Tx,2025-10-30 15:35:12.588,01 03 03 14 11 47 00 5A 11 06 00 4A 0E 68 00 8A 02 67 09 10 00 04 17 6A 69 4B
14444,Rx,2025-10-30 15:35:15.441,02 04 03 01 FE 00 1E A5 9B
14445,Tx,2025-10-30 15:35:15.898,02 04 03 3C 1B 83 0F 4A 0C 39 12 B5 08 CE 01 A7 01 A6 01 41 02 72 09 0B 00 02 17 6C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 04 50
14446,Rx,2025-10-30 15:35:17.963,01 03 03 00 02 00 01 24 28
14447,Tx,2025-10-30 15:35:18.226,01 03 03 02 00 04 C0 47
14448,Rx,2025-10-30 15:35:21.457,02 04 03 00 D0 00 01 85 A6
14449,Tx,2025-10-30 15:35:21.812,02 04 03 02 00 00 74 44
14450,Rx,2025-10-30 15:35:24.386,01 03 03 01 97 00 0A 74 3F
14451,Tx,2025-10-30 15:35:24.770,01 03 03 14 11 47 00 54 11 0C 00 4D 0E 4D 00 84 02 6E 09 15 00 01 17 6D 7E C7
14452,Rx,2025-10-30 15:35:26.947,02 04 03 01 FE 00 1E A5 9B
14453,Tx,2025-10-30 15:35:27.301,02 04 03 3C 1B CA 0F 3E 0C 8C 13 DC 07 EF 01 A2 01 A6 01 48 02 72 09 11 00 02 17 6E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9A 78
14454,Rx,2025-10-30 15:35:30.537,01 03 03 00 02 00 01 24 28
14455,Tx,2025-10-30 15:35:30.972,01 03 03 02 00 04 C0 47
14456,Rx,2025-10-30 15:35:33.886,02 04 03 00 D0 00 01 85 A6
14457,Tx,2025-10-30 15:35:34.279,02 04 03 02 00 00 74 44
14458,Rx,2025-10-30 15:35:36.846,01 03 03 01 97 00 0A 74 3F
14459,Tx,2025-10-30 15:35:37.051,01 03 03 14 11 72 00 54 11 27 00 4E 0E 71 00 85 02 72 09 15 00 03 17 6B A2 10
14460,Rx,2025-10-30 15:35:39.689,02 04 03 01 FE 00 1E A5 9B
14461,Tx,2025-10-30 15:35:39.956,02 04 03 3C 1B D6 0E CC 0D 0A 14 92 07 44 01 A8 01 BA 01 50 02 6C 09 0C 00 01 17 6A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 16 95
14462,Rx,2025-10-30 15:35:42.669,01 03 03 00 02 00 01 24 28
14463,Tx,2025-10-30 15:35:43.015,01 03 03 02 00 04 C0 47
14464,Rx,2025-10-30 15:35:45.492,02 04 03 00 D0 00 01 85 A6
14465,Tx,2025-10-30 15:35:45.799,02 04 03 02 00 00 74 44
14466,Rx,2025-10-30 15:35:48.820,01 03 03 01 97 00 0A 74 3F
14467,Tx,2025-10-30 15:35:49.032,01 03 03 14 11 7F 00 5B 11 0C 00 4C 0E 55 00 85 02 7F 09 15 00 02 17 6D 66 E1
14468,Rx,2025-10-30 15:35:51.455,02 04 03 01 FE 00 1E A5 9B
14469,Tx,2025-10-30 15:35:51.889,02 04 03 3C 1A E5 0E CE 0C 17 15 83 05 63 01 A5 01 94 01 57 02 83 09 0B 00 04 17 6B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F2 B8
14470,Rx,2025-10-30 15:35:54.406,01 03 03 00 02 00 01 24 28
14471,Tx,2025-10-30 15:35:54.670,01 03 03 02 00 04 C0 47
14472,Rx,2025-10-30 15:35:56.972,02 04 03 00 D0 00 01 85 A6
14473,Tx,2025-10-30 15:35:57.258,02 04 03 02 00 00 74 44
14474,Rx,2025-10-30 15:35:59.979,01 03 03 01 97 00 0A 74 3F
14475,Tx,2025-10-30 15:36:00.351,01 03 03 14 11 72 00 55 11 30 00 49 0E 6C 00 87 02 83 09 15 00 01 17 6D 18 C8
14476,Rx,2025-10-30 15:36:03.545,02 04 03 01 FE 00 1E A5 9B
14477,Tx,2025-10-30 15:36:03.882,02 04 03 3C 1A B7 0E DA 0B DD 15 17 05 A0 01 A3 01 AA 01 5E 02 7B 09 0A 00 04 17 6C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 CC 6F
14478,Rx,2025-10-30 15:36:06.225,01 03 03 00 02 00 01 24 28
14479,Tx,2025-10-30 15:36:06.705,01 03 03 02 00 04 C0 47
14480,Rx,2025-10-30 15:36:09.776,02 04 03 00 D0 00 01 85 A6
14481,Tx,2025-10-30 15:36:10.201,02 04 03 02 00 00 74 44
14482,Rx,2025-10-30 15:36:12.720,01 03 03 01 97 00 0A 74 3F
14483,Tx,2025-10-30 15:36:12.923,01 03 03 14 11 61 00 54 11 08 00 45 0E 58 00 96 02 82 09 0E 00 02 17 6B CE A1
14484,Rx,2025-10-30 15:36:15.479,02 04 03 01 FE 00 1E A5 9B
14485,Tx,2025-10-30 15:36:15.916,02 04 03 3C 1B 93 0E F3 0C A1 14 3C 07 58 01 9C 01 9B 01 65 02 89 09 09 00 01 17 6D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 F8
14486,Rx,2025-10-30 15:36:18.857,01 03 03 00 02 00 01 24 28
14487,Tx,2025-10-30 15:36:19.168,01 03 03 02 00 04 C0 47
14488,Rx,2025-10-30 15:36:20.986,02 04 03 00 D0 00 01 85 A6
14489,Tx,2025-10-30 15:36:21.437,02 04 03 02 00 00 74 44
14490,Rx,2025-10-30 15:36:24.362,01 03 03 01 97 00 0A 74 3F
14491,Tx,2025-10-30 15:36:24.757,01 03 03 14 11 61 00 52 11 30 00 4A 0E 6A 00 84 02 83 09 0A 00 01 17 6B 30 05
14492,Rx,2025-10-30 15:36:27.606,02 04 03 01 FE 00 1E A5 9B
14493,Tx,2025-10-30 15:36:27.960,02 04 03 3C 1A 15 0E 1C 0B F9 15 D7 04 3E 01 A1 01 AB 01 6C 02 7C 09 14 00 02 17 6D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F AB
14494,Rx,2025-10-30 15:36:29.909,01 03 03 00 02 00 01 24 28
14495,Tx,2025-10-30 15:36:30.111,01 03 03 02 00 04 C0 47
14496,Rx,2025-10-30 15:36:33.347,02 04 03 00 D0 00 01 85 A6
14497,Tx,2025-10-30 15:36:33.689,02 04 03 02 00 00 74 44
14498,Rx,2025-10-30 15:36:36.222,01 03 03 01 97 00 0A 74 3F
14499,Tx,2025-10-30 15:36:36.482,01 03 03 14 11 8A 00 56 11 1A 00 47 0E 5D 00 92 02 82 09 11 00 04 17 6E 7D B1
14500,Rx,2025-10-30 15:36:39.322,02 04 03 01 FE 00 1E A5 9B
14501,Tx,2025-10-30 15:36:39.704,02 04 03 3C 1A 91 0F 1F 0B 72 15 05 05 8C 01 9B 01 A3 01 73 02 88 09 14 00 03 17 6B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 CF 42
14502,Rx,2025-10-30 15:36:42.666,01 03 03 00 02 00 01 24 28
14503,Tx,2025-10-30 15:36:42.996,01 03 03 02 00 04 C0 47
14504,Rx,2025-10-30 15:36:45.242,02 04 03 00 D0 00 01 85 A6
14505,Tx,2025-10-30 15:36:45.715,02 04 03 02 00 00 74 44
14506,Rx,2025-10-30 15:36:48.741,01 03 03 01 97 00 0A 74 3F
14507,Tx,2025-10-30 15:36:48.982,01 03 03 14 11 8D 00 50 11 13 00 48 0E 6A 00 94 02 8F 09 11 00 01 17 6D B4 79
14508,Rx,2025-10-30 15:36:51.893,02 04 03 01 FE 00 1E A5 9B
14509,Tx,2025-10-30 15:36:52.118,02 04 03 3C 1A 93 0F 10 0B 83 13 4A 07 4A 01 9C 01 A7 01 7B 02 87 09 10 00 01 17 6E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 A3 91
14510,Rx,2025-10-30 15:36:54.576,01 03 03 00 02 00 01 24 28
14511,Tx,2025-10-30 15:36:55.056,01 03 03 02 00 04 C0 47
14512,Rx,2025-10-30 15:36:57.456,02 04 03 00 D0 00 01 85 A6
14513,Tx,2025-10-30 15:36:57.902,02 04 03 02 00 00 74 44
14514,Rx,2025-10-30 15:37:00.066,01 03 03 01 97 00 0A 74 3F
14515,Tx,2025-10-30 15:37:00.365,01 03 03 14 11 6F 00 53 11 2C 00 40 0E 7F 00 8D 02 85 09 09 00 01 17 6C 43 E1
14516,Rx,2025-10-30 15:37:03.556,02 04 03 01 FE 00 1E A5 9B
14517,Tx,2025-10-30 15:37:03.822,02 04 03 3C 18 D4 0E 09 0A CB 15 8F 03 45 01 9E 01 A6 01 82 02 89 09 0F 00 01 17 6E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2E D1
14518,Rx,2025-10-30 15:37:06.088,01 03 03 00 02 00 01 24 28
14519,Tx,2025-10-30 15:37:06.463,01 03 03 02 00 04 C0 47
14520,Rx,2025-10-30 15:37:09.515,02 04 03 00 D0 00 01 85 A6
14521,Tx,2025-10-30 15:37:09.924,02 04 03 02 00 00 74 44
14522,Rx,2025-10-30 15:37:12.133,01 03 03 01 97 00 0A 74 3F
14523,Tx,2025-10-30 15:37:12.413,01 03 03 14 11 94 00 51 10 FC 00 43 0E 71 00 98 02 95 09 12 00 01 17 6B D1 C7
14524,Rx,2025-10-30 15:37:15.033,02 04 03 01 FE 00 1E A5 9B
14525,Tx,2025-10-30 15:37:15.316,02 04 03 3C 1A 39 0E D4 0B 65 14 D7 05 62 01 97 01 8D 01 89 02 93 09 07 00 02 17 6B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FA 9F
14526,Rx,2025-10-30 15:37:17.911,01 03 03 00 02 00 01 24 28
14527,Tx,2025-10-30 15:37:18.345,01 03 03 02 00 04 C0 47
14528,Rx,2025-10-30 15:37:21.561,02 04 03 00 D0 00 01 85 A6
14529,Tx,2025-10-30 15:37:22.005,02 04 03 02 00 00 74 44
14530,Rx,2025-10-30 15:37:24.244,01 03 03 01 97 00 0A 74 3F
14531,Tx,2025-10-30 15:37:24.720,01 03 03 14 11 64 00 52 11 19 00 3F 0E 7A 00 8D 02 9A 09 0C 00 03 17 6C 78 B1
14532,Rx,2025-10-30 15:37:27.532,02 04 03 01 FE 00 1E A5 9B
14533,Tx,2025-10-30 15:37:27.846,02 04 03 3C 18 43 0D 4C 0A F7 14 2F 04 14 01 96 01 8C 01 90 02 8F 09 10 00 02 17 6E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 8F 94
14534,Rx,2025-10-30 15:37:30.325,01 03 03 00 02 00 01 24 28
14535,Tx,2025-10-30 15:37:30.537,01 03 03 02 00 04 C0 47
14536,Rx,2025-10-30 15:37:33.544,02 04 03 00 D0 00 01 85 A6
14537,Tx,2025-10-30 15:37:33.996,02 04 03 02 00 00 74 44
14538,Rx,2025-10-30 15:37:36.192,01 03 03 01 97 00 0A 74 3F
14539,Tx,2025-10-30 15:37:36.528,01 03 03 14 11 9A 00 4A 10 FD 00 3F 0E 76 00 8C 02 A2 09 0B 00 01 17 6F 11 93
14540,Rx,2025-10-30 15:37:39.217,02 04 03 01 FE 00 1E A5 9B
14541,Tx,2025-10-30 15:37:39.576,02 04 03 3C 19 66 0E 57 0B 0F 14 AA 04 BB 01 93 01 A2 01 97 02 A5 09 0E 00 02 17 6D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AE 30
