id,direction,time,data
54272,Tx,2025-10-30 15:31:24.762,01 55 00 00 00 00 00 00 00
54273,Rx,2025-10-30 15:31:27.080,02 0F 17 00 E8 02 E8 01 47
54274,Tx,2025-10-30 15:31:27.564,02 55 00 00 00 00 00 00 00
54275,Rx,2025-10-30 15:31:30.734,01 0F 17 00 DE 02 E8 01 48
54276,Tx,2025-10-30 15:31:31.183,01 55 00 00 00 00 00 00 00
54277,Rx,2025-10-30 15:31:33.382,02 0F 18 00 F0 02 F1 01 49
54278,Tx,2025-10-30 15:31:33.837,02 55 00 00 00 00 00 00 00
54279,Rx,2025-10-30 15:31:36.598,01 0F 0D 00 E7 02 EE 01 43
54280,Tx,2025-10-30 15:31:36.883,01 55 00 00 00 00 00 00 00
54281,Rx,2025-10-30 15:31:39.277,02 0F 16 00 F2 02 EA 01 48
54282,Tx,2025-10-30 15:31:39.601,02 55 00 00 00 00 00 00 00
54283,Rx,2025-10-30 15:31:42.642,01 0F 1B 00 FA 02 EE 01 44
54284,Tx,2025-10-30 15:31:42.994,01 55 00 00 00 00 00 00 00
54285,Rx,2025-10-30 15:31:45.357,02 0F 27 01 0C 02 ED 01 48
54286,Tx,2025-10-30 15:31:45.750,02 55 00 00 00 00 00 00 00
54287,Rx,2025-10-30 15:31:48.617,01 0F 28 01 0D 02 F2 01 49
54288,Tx,2025-10-30 15:31:49.061,01 55 00 00 00 00 00 00 00
54289,Rx,2025-10-30 15:31:51.117,02 0F 26 01 0F 02 F2 01 49
54290,Tx,2025-10-30 15:31:51.530,02 55 00 00 00 00 00 00 00
54291,Rx,2025-10-30 15:31:53.924,01 0F 27 00 F0 02 EC 01 49
54292,Tx,2025-10-30 15:31:54.125,01 55 00 00 00 00 00 00 00
54293,Rx,2025-10-30 15:31:57.816,02 0F 28 00 FB 02 F0 01 4D
54294,Tx,2025-10-30 15:31:58.156,02 55 00 00 00 00 00 00 00
54295,Rx,2025-10-30 15:32:00.734,01 0F 21 00 F2 02 F4 01 4C
54296,Tx,2025-10-30 15:32:01.137,01 55 00 00 00 00 00 00 00
54297,Rx,2025-10-30 15:32:03.338,02 0F 2A 01 19 02 F1 01 4D
54298,Tx,2025-10-30 15:32:03.545,02 55 00 00 00 00 00 00 00
54299,Rx,2025-10-30 15:32:06.698,01 0F 2A 01 1A 02 F4 01 50
54300,Tx,2025-10-30 15:32:06.994,01 55 00 00 00 00 00 00 00
54301,Rx,2025-10-30 15:32:09.240,02 0F 34 01 0F 02 F3 01 51
54302,Tx,2025-10-30 15:32:09.593,02 55 00 00 00 00 00 00 00
54303,Rx,2025-10-30 15:32:12.615,01 0F 3C 01 00 02 F7 01 4C
54304,Tx,2025-10-30 15:32:12.982,01 55 00 00 00 00 00 00 00
54305,Rx,2025-10-30 15:32:15.831,02 0F 31 01 0E 02 F7 01 4E
54306,Tx,2025-10-30 15:32:16.237,02 55 00 00 00 00 00 00 00
54307,Rx,2025-10-30 15:32:18.141,01 0F 38 00 FA 02 F8 01 55
54308,Tx,2025-10-30 15:32:18.353,01 55 00 00 00 00 00 00 00
54309,Rx,2025-10-30 15:32:21.865,02 0F 42 01 0F 02 FA 01 4F
54310,Tx,2025-10-30 15:32:22.238,02 55 00 00 00 00 00 00 00
54311,Rx,2025-10-30 15:32:24.210,01 0F 37 01 02 02 F2 01 4F
54312,Tx,2025-10-30 15:32:24.578,01 55 00 00 00 00 00 00 00
54313,Rx,2025-10-30 15:32:27.640,02 0F 45 01 12 02 F9 01 57
54314,Tx,2025-10-30 15:32:27.883,02 55 00 00 00 00 00 00 00
54315,Rx,2025-10-30 15:32:30.088,01 0F 45 01 0D 02 F6 01 52
54316,Tx,2025-10-30 15:32:30.535,01 55 00 00 00 00 00 00 00
54317,Rx,2025-10-30 15:32:33.374,02 0F 43 01 13 02 FD 01 56
54318,Tx,2025-10-30 15:32:33.580,02 55 00 00 00 00 00 00 00
54319,Rx,2025-10-30 15:32:36.161,01 0F 49 01 10 02 F4 01 56
54320,Tx,2025-10-30 15:32:36.569,01 55 00 00 00 00 00 00 00
54321,Rx,2025-10-30 15:32:39.078,02 0F 43 01 1F 02 FB 01 59
54322,Tx,2025-10-30 15:32:39.355,02 55 00 00 00 00 00 00 00
